motif	observed	background	percent.observed	percent.background	fold.enrichment	pvalue	p.adjust	motif_name
Zfp354c_202	13329	16783	10.2259388545782	12.875829529326	0.794196508371567	1	1	Zfp354c
Zfp691_203	4151	4173	3.18462541716215	3.20150370171468	0.994728013419602	0.601107633165222	1	Zfp691
Zfp740_204	6125	8628	4.69906785837585	6.61935632360275	0.709898006490496	1	1	Zfp740
Scrt1_205	3446	4525	2.64375311672868	3.47155625455522	0.761546961325967	1	1	Scrt1
Osr1_206	1831	4135	1.40473359162223	3.17235030112394	0.442805320435308	1	1	Osr1
Sp8_207	15794	15656	12.1170739192144	12.0112010433849	1.00881451200818	0.205023825806732	0.492502885905301	Sp8
Zfa_208	9251	8678	7.0973186543404	6.65771606122214	1.06602903894907	4.77452816220368e-06	1.46044390843877e-05	Zfa
Zfp161_209	4587	1052	3.51912232920327	0.807088879512064	4.36026615969582	0	0	Zfp161
Zbtb12_210	3461	4053	2.6552610380145	3.10944033142813	0.85393535652603	0.99999999999811	1	Zbtb12
Hic2_211	3129	5221	2.40055238022172	4.00552380221719	0.59931047692013	1	1	Hic2
Zfp524_212	3586	4176	2.75116038206299	3.20380528597184	0.858716475095785	0.999999999995234	1	Zfp524
Zfy1_213	9251	8678	7.0973186543404	6.65771606122214	1.06602903894907	4.77452816220368e-06	1.46044390843877e-05	Zfy1
Klf1_214	10813	16636	8.29567685757029	12.763051900725	0.649975955758596	1	1	Klf1
Zscan4c_215	6105	9251	4.68372396332809	7.0973186543404	0.659928656361474	1	1	Zscan4c
Zkscan4_216	2857	3919	2.19187540757221	3.00663623460815	0.729012503189589	1	1	Zkscan4
Zkscan5_217	6402	7007	4.9115808047873	5.37573362998197	0.913657770800628	0.999999961525496	1	Zkscan5
Zfp105_218	9766	12800	7.49242395182017	9.82009283056504	0.76296875	1	1	Zfp105
Zfp110_219	7512	8313	5.76316697993786	6.37768997660056	0.903644893540238	0.999999999976384	1	Zfp110
Zfp637_220	3284	2327	2.51946756684184	1.78526218880663	1.41125913192952	1.4687474752128e-38	1.12901979833749e-37	Zfp637
Scrt2_221	3467	4194	2.65986420652883	3.21761479151483	0.826657129232237	1	1	Scrt2
Sp7_222	15794	15656	12.1170739192144	12.0112010433849	1.00881451200818	0.205023825806732	0.492502885905301	Sp7
Zfp128_223	411	138	0.315317043231424	0.105872875829529	2.97826086956522	7.49707534054946e-33	4.94583179182516e-32	Zfp128
Zfp143_224	5559	5427	4.2648356285243	4.1635659212091	1.02432283029298	0.100794924215569	0.254579180018751	Zfp143
Zic2_225	4705	7399	3.60965130998504	5.67647397291802	0.635896742803082	1	1	Zic2
Zscan20_226	2684	2222	2.05915071540911	1.7047067398059	1.20792079207921	1.47336381646333e-11	5.73768111785718e-11	Zscan20
Zfp238_227	7821	6636	6.00023015842572	5.09110437684606	1.17857142857143	1.88379622835137e-24	1.06068526488065e-23	Zfp238
Zbtb6_228	4715	5420	3.61732325750892	4.15819555794238	0.869926199261993	0.999999999999585	1	Zbtb6
Zic3_229	5588	8717	4.28708427634355	6.68763665656527	0.641046231501663	1	1	Zic3
Insm1_230	6657	6839	5.10721546664621	5.2468449115808	0.973387922210849	0.94713544021011	1	Insm1
Sp9_231	15794	15656	12.1170739192144	12.0112010433849	1.00881451200818	0.205023825806732	0.492502885905301	Sp9
Zscan4ps2_232	6105	9251	4.68372396332809	7.0973186543404	0.659928656361474	1	1	Zscan4ps2
Zscan4f_233	6105	9251	4.68372396332809	7.0973186543404	0.659928656361474	1	1	Zscan4f
Egr4_234	4909	4165	3.76615903947217	3.19536614369558	1.17863145258103	9.82543702861979e-16	4.43147261903056e-15	Egr4
Zbtb3_235	5769	6698	4.42594652652576	5.13867045149411	0.861301881158555	1	1	Zbtb3
Klf12_236	11282	10437	8.65549119644022	8.00721163067245	1.08096196224969	1.10072324679172e-09	3.9554445128613e-09	Klf12
Klf14_237	9836	7735	7.54612758448732	5.93425140972036	1.27162249515191	6.53009790014232e-61	7.03976407771441e-60	Klf14
Sp5_238	12044	7647	9.24009359775979	5.86673827151022	1.57499673074408	5.73818844231868e-235	3.17034911438107e-233	Sp5
Zfp652_239	3936	3943	3.01967854539875	3.02504890866546	0.998224702003551	0.536460153699396	1	Zfp652
Zfx_240	2392	4760	1.83512984771184	3.65184702136637	0.502521008403361	1	1	Zfx
Myt1l_241	5484	4620	4.20729602209521	3.54443975603207	1.18701298701299	9.59811923106155e-19	4.8208735228741e-18	Myt1l
Nfya_242	4932	5415	3.78380451877709	4.15435958418044	0.910803324099723	0.999999402001563	1	Nfya
Cenpb_243	1041	515	0.798649737235797	0.395105297479765	2.02135922330097	1.02835608311174e-41	8.11666765598908e-41	Cenpb
Cux2_244	1161	1477	0.890713107522345	1.13314664927692	0.786052809749492	0.999999999736161	1	Cux2
Onecut3_245	5034	5226	3.86205838352066	4.00935977597913	0.963260619977038	0.974056437545735	1	Onecut3
Lin54_246	6875	4385	5.27446392266677	3.36414898922091	1.56784492588369	2.3044394497837e-128	5.82035563888227e-127	Lin54
Cxxc1_247	5709	697	4.37991484138248	0.534734742414362	8.19081779053085	0	0	Cxxc1
Mbd1_248	2785	579	2.13663738540028	0.44420576163259	4.81001727115717	0	0	Mbd1
Kdm2b_249	585	621	0.448808930146918	0.476427941232882	0.942028985507246	0.857221915771121	1	Kdm2b
Dmrtc2_250	3469	3911	2.6613985960336	3.00049867658905	0.886985425722322	0.999999916517452	1	Dmrtc2
Dmrt1_251	3225	3331	2.47420307645096	2.55552572020407	0.968177724407085	0.909623651771526	1	Dmrt1
Dmrt3_252	2646	3120	2.02999731481837	2.39364762745023	0.848076923076923	0.99999999987677	1	Dmrt3
