motif	observed	background	percent.observed	percent.background	fold.enrichment	pvalue	p.adjust	motif_name
Sp6_191	22250	7234	11.6605088698478	3.79110656919005	3.07575338678463	0	0	Sp6
Rreb1_192	42191	21933	22.1109451563032	11.4943793726908	1.92363105822277	0	0	Rreb1
Zfp281_193	29383	18542	15.3986845897859	9.71726541414459	1.5846726350987	0	0	Zfp281
Klf8_194	32932	9524	17.2586012630034	4.99122186410922	3.45779084418312	0	0	Klf8
Zic5_195	8310	4586	4.35500353745775	2.40337499672458	1.81203663323157	1.47183243629958e-247	2.478285473693e-247	Zic5
Zfp410_196	11693	6164	6.12792495348898	3.23035400780861	1.8969824789098	0	0	Zfp410
Snai1_197	12400	6340	6.49844089825223	3.32258994313864	1.95583596214511	0	0	Snai1
Hic1_198	7022	4749	3.68000419254252	2.48879805046773	1.47862707938513	2.59877310894783e-101	3.19960366059872e-101	Hic1
Zfp784_199	6293	2526	3.29795875586301	1.32379529911171	2.49129057798892	0	0	Zfp784
Zfp3_200	6220	2806	3.25970180541362	1.47053428713676	2.21667854597292	8.28066285080576e-297	1.62669021335829e-296	Zfp3
Dnajc21_201	25441	12298	13.332809265519	6.44498598118597	2.06871035940803	0	0	Dnajc21
Zfp354c_202	32388	18361	16.9735083719833	9.62240913974268	1.76395621153532	0	0	Zfp354c
Zfp691_203	9428	4380	4.9409113539292	2.29541702696329	2.15251141552511	0	0	Zfp691
Zfp740_204	14268	10377	7.47739957550507	5.43825170977124	1.37496386238797	1.25510899293584e-145	1.66344280323131e-145	Zfp740
Scrt1_205	8932	4709	4.68097371799911	2.46783533789272	1.89679337438947	1.1134073855727e-301	2.21180253673318e-301	Scrt1
Osr1_206	4769	4194	2.49927940675523	2.19794041348951	1.13710061993324	4.1930933194882e-10	4.44981331864054e-10	Osr1
Sp8_207	34261	16290	17.955087388308	8.53706469617168	2.10319214241866	0	0	Sp8
Zfa_208	18478	9624	9.68372507402458	5.04362864554673	1.91999168744805	0	0	Zfa
Zfp161_209	6158	1092	3.22720960092236	0.572282053297697	5.63919413919414	0	0	Zfp161
Zbtb12_210	9022	3923	4.72813982129288	2.05591803579383	2.29977058373694	0	0	Zbtb12
Hic2_211	10019	6080	5.25063543222493	3.1863323114011	1.64786184210526	3.76130611564851e-223	5.93749036827373e-223	Hic2
Zfp524_212	8251	4645	4.32408353640961	2.43429499777271	1.77631862217438	4.60562499809109e-232	7.45672618738557e-232	Zfp524
Zfy1_213	18478	9624	9.68372507402458	5.04362864554673	1.91999168744805	0	0	Zfy1
Klf1_214	37319	12035	19.5576867646673	6.30715614600529	3.1008724553386	0	0	Klf1
Zscan4c_215	16771	9042	8.78914131488615	4.73862117758038	1.85478876354789	0	0	Zscan4c
Zkscan4_216	7745	3694	4.05890522233577	1.93590650630192	2.09664320519762	0	0	Zkscan4
Zkscan5_217	15735	6804	8.24620705919346	3.56575740900873	2.3126102292769	0	0	Zkscan5
Zfp105_218	27198	13177	14.2535964153761	6.90564159002175	2.06405099795097	0	0	Zfp105
Zfp110_219	17420	9096	9.12926132641564	4.76692083955664	1.91512752858399	0	0	Zfp110
Zfp637_220	8209	3126	4.30207268820585	1.63823598773681	2.62603966730646	0	0	Zfp637
Scrt2_221	8532	4559	4.47134659224904	2.38922516573645	1.87146304014038	7.72256023913607e-278	1.43118307157155e-277	Scrt2
Sp7_222	34261	16290	17.955087388308	8.53706469617168	2.10319214241866	0	0	Sp7
Zfp128_223	659	153	0.345360689673244	0.0801823755994026	4.30718954248366	5.51895188376463e-76	6.54866236946031e-76	Zfp128
Zfp143_224	11838	5889	6.20391478657338	3.08623535885544	2.01018848700968	0	0	Zfp143
Zic2_225	11511	8110	6.0325446112727	4.25018997458271	1.4193588162762	4.85106110199501e-138	6.34369528722424e-138	Zic2
Zscan20_226	3802	2211	1.99250583025443	1.15871393758352	1.71958389868838	2.69807361925747e-96	3.28525768515648e-96	Zscan20
Zfp238_227	13514	8508	7.08225244346618	4.45876896470403	1.58838740009403	5.70522353668415e-267	1.01681806581226e-266	Zfp238
Zbtb6_228	10747	5536	5.63215680109006	2.901239420381	1.94129335260116	0	0	Zbtb6
Zic3_229	13306	10088	6.97324633807615	5.28679611141682	1.3189928628073	4.19722980152276e-105	5.21849668712534e-105	Zic3
Insm1_230	14308	7709	7.49836228808008	4.04003878101826	1.85601245297704	0	0	Insm1
Sp9_231	34261	16290	17.955087388308	8.53706469617168	2.10319214241866	0	0	Sp9
Zscan4ps2_232	16771	9042	8.78914131488615	4.73862117758038	1.85478876354789	0	0	Zscan4ps2
Zscan4f_233	16771	9042	8.78914131488615	4.73862117758038	1.85478876354789	0	0	Zscan4f
Egr4_234	10313	4111	5.40471136965123	2.15444278489637	2.50863536852347	0	0	Egr4
Zbtb3_235	13741	7393	7.20121583732935	3.87443335167571	1.8586500743947	0	0	Zbtb3
Klf12_236	26922	7263	14.1089536986086	3.80630453580693	3.70673275505989	0	0	Klf12
Klf14_237	20193	6811	10.582501375678	3.56942588370935	2.96476288357069	0	0	Klf14
Sp5_238	22250	7234	11.6605088698478	3.79110656919005	3.07575338678463	0	0	Sp5
Zfp652_239	8293	4850	4.34609438461337	2.54172889971962	1.7098969072165	1.23473742180508e-207	1.85946828087852e-207	Zfp652
Zfx_240	6243	3904	3.27175536514425	2.0459607473207	1.59912909836066	9.93694322150492e-124	1.27864014669729e-123	Zfx
Myt1l_241	9842	3207	5.15787542908052	1.6806854807012	3.06891175553477	0	0	Myt1l
Nfya_242	11196	5689	5.86746324974452	2.9814217959804	1.96800843733521	0	0	Nfya
