ecto_rep1	ecto_rep2	ecto_rep3	ecto_rep4	ecto_rep5	ecto_rep6
Il1rl2	1	0	0	0	1	1
Gm28777	0	0	0	0	0	0
Cd28	0	0	0	0	0	0
Abca12	5	3	0	0	1	0
March4	0	0	0	0	0	0
Gm29183	0	0	0	0	0	0
Cxcr2	1	0	0	0	0	0
Cfap65	1	0	0	0	2	2
X1700016L21Rik	0	0	0	0	0	0
Col4a3	3	0	0	0	1	0
A530040E14Rik	0	1	0	0	0	0
Chrng	0	1	0	0	0	0
Gm29100	0	0	0	0	1	0
Gm29480	0	0	0	0	1	0
Serpinb12	8	7	0	0	3	0
C1ql2	0	0	0	0	0	0
Acmsd	0	0	0	0	0	0
Map3k19	1	0	0	0	0	0
Il10	0	0	0	0	0	0
Ren1	0	0	0	0	0	0
Gm10535	0	0	0	0	1	0
F13b	0	0	0	0	0	0
Gm5532	0	0	0	0	1	0
Gm37362	0	2	0	0	0	0
Selp	0	0	0	0	0	0
Gm37982	0	0	0	0	0	0
Gm20711	1	0	0	0	0	0
Cd244	1	0	0	0	0	0
Slamf6	0	0	0	0	0	0
Slamf9	2	0	0	0	1	0
Vsig8	5	5	0	0	2	0
Apcs	0	0	0	0	0	0
Ifi205	0	0	0	0	1	0
Catspere2	2	2	0	0	1	0
Gm37336	0	0	0	0	0	0
Gm2061	1	0	0	0	0	0
Gm37168	0	0	0	0	0	0
Gm13383	2	1	0	0	2	0
Entpd8	0	0	0	0	0	0
Rnf224	1	0	0	0	1	0
Obp2a	0	0	0	0	0	0
Gm13420	0	0	0	0	0	0
Galnt5	2	1	0	0	1	0
Gm17250	0	0	0	0	0	0
Pramel6	0	0	0	0	0	0
Olfr1260	0	0	0	0	0	0
X4933423P22Rik	2	2	0	0	1	0
Gm10804	0	0	0	0	0	0
Accsl	0	0	0	0	0	0
Gm13962	0	0	0	0	0	0
Gm13977	0	4	0	0	1	0
Phgr1	8	4	0	0	1	0
Epb42	0	0	0	0	0	0
Trim69	0	0	0	0	0	0
Duox1	3	0	0	0	1	0
Banf2	0	0	0	0	0	0
Rad21l	0	0	0	0	0	0
Dnmt3bos	0	1	0	0	2	0
Gm14214	1	0	0	0	2	1
Wisp2	0	0	0	0	0	0
Wfdc15b	0	5	0	0	3	0
Gm11457	1	0	0	0	0	0
Slc13a3	0	0	0	0	1	0
Gm11464	0	0	0	0	0	1
X1700017J07Rik	0	0	0	0	0	0
X1700021F07Rik	0	0	0	0	0	0
Gm14444	0	0	0	0	0	0
Srms	0	0	0	0	0	0
Gm29797	0	0	0	0	1	0
Rhox2g	0	0	0	0	0	0
Rhox2h	0	0	0	0	0	0
Xpnpep2	0	0	0	0	0	0
X1700080O16Rik	0	0	0	0	0	0
X4930502E18Rik	0	0	0	0	0	0
Gm648	0	0	0	0	0	0
Pnma3	0	0	0	0	0	0
Fgf16	1	2	0	0	2	0
Gm6377	0	0	0	0	0	0
Ube2dnl1	0	0	0	0	0	0
Tmsb15a	0	0	0	0	0	0
Vsig1	1	7	0	0	1	1
Lhfpl1	4	3	0	0	2	3
Gm15138	0	0	0	0	0	0
Ppef1	0	0	0	0	0	0
Bmx	2	0	0	0	1	0
Asb11	0	0	0	0	0	0
X1700125G22Rik	0	0	0	0	1	0
Tmem212	0	14	0	0	5	0
Gm43549	0	0	0	0	0	0
Gm37359	0	0	0	0	0	0
Fcrl1	0	0	0	0	0	0
Fcrl5	0	0	0	0	0	0
Pklr	0	0	0	0	0	0
Lce3c	0	0	0	0	8	0
Gm4858	0	0	0	0	0	0
Gm16253	0	0	0	0	1	0
Hao2	0	0	0	0	0	0
Kcnd3os	0	0	0	0	1	0
Chia1	0	1	0	0	1	0
Cd53	0	0	0	0	0	0
Eps8l3	0	0	0	0	0	0
Olfm3	0	0	0	0	0	0
Gpr88	0	0	0	0	0	0
Gimd1	0	0	0	0	0	0
X4930425O10Rik	0	0	0	0	0	0
Stpg2	1	3	0	0	2	0
Gm43049	0	0	0	0	0	0
Gm10636	0	0	0	0	0	0
Uox	0	0	0	0	0	0
Gm33466	0	0	0	0	0	0
X1810013D15Rik	0	0	0	0	0	0
Gm11899	0	0	0	0	0	0
Aqp7	0	0	0	0	1	1
Spaar	0	0	0	0	0	0
Orm1	0	0	0	0	0	0
Tlr4	5	8	0	0	2	0
Gm11413	1	0	0	0	1	0
Angptl3	0	1	0	0	0	0
Fyb2	2	1	0	0	0	0
Fam151a	0	0	0	0	0	0
Cyp4b1	0	0	0	0	0	0
Tex38	0	0	0	0	0	0
Tctex1d4	0	4	0	0	1	4
Gm12905	0	0	0	0	0	0
Tfap2e	0	0	0	0	0	0
Gpr3	2	0	0	0	1	0
X6030445D17Rik	0	0	0	0	0	0
C1qb	0	0	0	0	0	0
X2310026L22Rik	1	0	0	0	0	1
Gm13016	0	0	0	0	0	0
Gm13083	0	0	0	0	0	0
Gm15969	0	0	0	0	0	0
Gabrd	1	0	0	0	0	0
Gm26840	0	0	0	0	0	0
X1500035N22Rik	0	0	0	0	0	0
Gm10062	0	0	0	0	1	0
Slc5a1	0	0	0	0	0	0
Psapl1	12	18	0	0	4	7
X4930513D17Rik	1	0	0	0	0	0
Gm42982	0	0	0	0	0	0
X9630001P10Rik	1	0	0	0	0	0
Yipf7	0	0	0	0	1	0
Usp46os1	0	0	0	0	0	0
Gm19583	0	0	0	0	0	0
Tmprss11g	12	7	0	0	3	3
X5830473C10Rik	0	0	0	0	0	0
Epgn	6	0	0	0	4	0
AA792892	0	0	0	0	0	0
X1700016F12Rik	0	0	0	0	0	0
A730035I17Rik	1	0	0	0	1	0
Hsd17b13	0	1	0	0	0	0
Gm33474	0	0	0	0	0	0
Mfsd7a	1	2	0	0	0	0
Slc26a1	0	0	0	0	0	0
P2rx2	0	0	0	0	0	1
Crybb1	0	0	0	0	0	0
Tbx3os2	0	0	0	0	0	0
Gm30003	0	0	0	0	1	0
Gm40348	0	0	0	0	0	0
Gm20635	1	1	0	0	1	0
Gm15409	0	0	0	0	0	0
Gm42556	0	0	0	0	0	0
Gm3289	4	2	0	0	1	0
Gimap5	0	0	0	0	0	0
Gm15401	0	0	0	0	0	0
Reg1	0	0	0	0	0	0
Gm20362	0	0	0	0	0	0
Gm43936	0	0	0	0	0	0
Gm44214	0	0	0	0	1	0
Ssu2	0	0	0	0	0	0
Gm44081	0	0	0	0	0	0
Tmem72	0	0	0	0	0	0
C1ra	1	0	0	0	0	0
Akap3	0	0	0	0	0	0
Fgf23	0	0	0	0	0	0
Clec2h	0	0	0	0	0	0
Clec2i	0	0	0	0	0	0
Gm38910	2	0	0	0	0	0
Gm36328	0	0	0	0	0	0
Gm44275	2	2	0	0	0	1
E330021D16Rik	0	0	0	0	1	1
Erp27	0	0	0	0	1	0
Igbp1b	0	0	0	0	0	0
Gm15687	0	0	0	0	0	0
X3300002P13Rik	0	1	0	0	0	0
Gm15929	0	0	0	0	0	0
D030047H15Rik	0	0	0	0	0	0
Tmem190	0	0	0	0	0	0
Gm36210	0	0	0	0	0	0
Zscan4c	0	0	0	0	0	0
Zscan4.ps1	0	0	0	0	0	0
Gm38947	0	0	0	0	0	0
Ptgir	0	0	0	0	0	0
Rsph6a	0	0	0	0	0	0
Ckm	1	0	0	0	0	0
Ceacam19	0	0	0	0	0	0
Nlrp4a	0	0	0	0	0	0
Cyp2t4	0	2	0	0	0	0
Arhgap33os	0	0	0	0	0	0
Gm6096	0	0	0	0	1	0
Klk6	0	1	0	0	0	0
Gfy	0	0	0	0	1	0
Abcc6	1	0	0	0	0	0
Gm44969	0	0	0	0	0	0
Gm45168	0	0	0	0	0	0
AI314278	0	0	0	0	0	0
Chrdl2	0	0	0	0	0	0
Gm26599	1	0	0	0	0	0
Ascl3	6	8	0	0	2	0
Gm45792	0	0	0	0	0	0
Abca16	0	0	0	0	0	0
Chp2	0	0	0	0	0	0
X1700123J17Rik	0	0	0	0	1	0
Aldoa.1	0	0	0	0	1	0
Btbd16	0	0	0	0	0	0
Syt8	2	2	0	0	2	0
Gm49394	0	0	0	0	0	0
Gm10824	0	0	0	0	0	1
Duxf3	0	0	0	0	0	0
Gm31763	3	3	0	0	0	1
Cabcoco1	1	3	0	0	1	0
Gm48023	0	0	0	0	0	0
X2610028H24Rik	0	0	0	0	1	0
Gm15124	0	0	0	0	0	0
Gm4792	0	0	0	0	0	0
X1110019B22Rik	0	0	0	0	1	0
AC167229.1	0	0	0	0	0	0
Gm4340	0	0	0	0	0	0
Gm30262	0	0	0	0	0	0
Tph2	0	0	0	0	0	0
Gm26579	0	0	0	0	0	0
Gm10747	0	0	0	0	0	0
Gm40770	0	0	0	0	0	0
Gm48435	3	1	0	0	1	1
Apof	0	1	0	0	0	0
Gm29585	0	0	0	0	0	0
Mcemp1	0	0	0	0	0	0
Gm6410	0	0	0	0	0	0
Adprhl1	0	0	0	0	0	0
Tmem255b	0	0	0	0	0	0
Ido1	0	0	0	0	0	0
Mtnr1a	0	0	0	0	0	0
Gm33103	0	0	0	0	0	0
Podnl1	0	0	0	0	0	0
Gm19935	1	1	0	0	0	1
X4933406B17Rik	1	0	0	0	0	0
X1600027J07Rik	0	0	0	0	0	0
Cdh16	0	0	0	0	0	0
Ces2a	0	0	0	0	0	0
Ces2f	11	10	0	0	2	0
X4933405L10Rik	0	0	0	0	0	1
Gm45752	1	0	0	0	0	1
Gm10629	0	0	0	0	0	0
Pmfbp1	0	0	0	0	0	0
Chst4	0	0	0	0	0	0
Gm21964	0	0	0	0	0	0
Gm15894	1	0	0	0	0	0
Cntnap4	0	0	0	0	0	0
Gm32352	0	0	0	0	0	0
X6030466F02Rik	0	0	0	0	0	0
Gm8237	0	0	0	0	1	0
Gm8206	0	0	0	0	1	0
Dnase1l3	4	0	0	0	0	0
Gm38408	0	0	0	0	0	0
Itih4	0	0	0	0	0	0
Colq	0	0	0	0	0	0
Msmb	0	0	0	0	0	0
Ptpn20	0	0	0	0	0	0
Gdf2	0	0	0	0	0	0
Gm2832	0	0	0	0	0	0
Olfr221	0	0	0	0	1	1
Mhrt	0	0	0	0	0	0
B020004C17Rik	0	0	0	0	0	0
Gm49035	0	0	0	0	0	0
Gpr183	0	0	0	0	0	0
Gm16485	0	0	0	0	0	0
Ubtfl1	0	0	0	0	0	0
Zglp1	0	0	0	0	0	0
Gm39302	0	0	0	0	0	1
Gm29724	1	0	0	0	0	0
Gm26787	0	0	0	0	0	0
Olfr912	0	0	0	0	0	0
Gm48284	0	0	0	0	0	0
Ccdc153	0	9	0	0	4	7
X2900052N01Rik	0	0	0	0	0	0
Ankk1	0	0	0	0	0	0
X2010007H06Rik	7	2	0	0	1	1
Odf3l1	0	0	0	0	0	0
Gm27253	3	2	0	0	0	0
BC065403	0	0	0	0	0	0
Gsta2	9	4	0	0	2	0
Gm17324	1	0	0	0	0	0
Gm29478	0	0	0	0	0	0
Gm1123	0	0	0	0	0	0
Faiml	0	0	0	0	0	0
Ky	0	1	0	0	0	0
Col6a4	0	0	0	0	0	0
Gm28959	0	1	0	0	0	0
Iqcf1	0	0	0	0	0	0
Spink8	3	0	0	0	0	1
Stac	1	0	0	0	0	0
Gm36745	1	0	0	0	0	0
Gm38642	0	0	0	0	0	0
Gm17200	2	0	0	0	0	0
Sec14l3	5	11	0	0	5	5
Abca13	0	0	0	0	0	0
D630024D03Rik	3	7	0	0	1	0
Fabp6	0	3	0	0	0	0
Olfr1380	0	0	0	0	0	0
Cby3	0	0	0	0	0	0
Zfp879	6	3	0	0	2	0
Gm12249	0	0	0	0	0	0
Lypd8	1	1	0	0	0	1
Gm39566	0	0	0	0	0	0
Clec10a	0	0	0	0	0	0
P2rx1	4	1	0	0	1	1
Olfr376	1	0	0	0	0	0
Evi2a	0	0	0	0	0	0
Rab11fip4os1	0	0	0	0	0	0
Gm20234	1	0	0	0	1	0
Slfn3	1	0	0	0	0	0
Ccl9	0	0	0	0	0	0
Ccl6	2	0	0	0	0	0
Gm12576	0	2	0	0	0	0
Ccdc182	0	1	0	0	0	0
Dgkeos	0	0	0	0	0	0
Cdc34b	0	0	0	0	0	0
Krt33a	5	3	0	0	5	0
Krt31	4	4	0	0	6	3
Gast	8	14	0	0	5	2
Kcnh4	0	0	0	0	0	0
Gm884	0	0	0	0	0	0
Gh	0	0	0	0	0	0
Apoh	0	0	0	0	0	0
Ict1os	1	0	0	0	0	0
Gm26730	0	0	0	0	0	0
X6030468B19Rik	0	0	0	0	0	0
Pde6g	0	2	0	0	0	0
Ppp1r27	0	0	0	0	0	0
Sectm1b	18	16	0	0	3	2
Gm30239	0	0	0	0	1	0
Gpr141	0	0	0	0	1	0
Gm11335	1	0	0	0	0	0
Slc17a4	0	0	0	0	0	1
Gm5447	0	0	0	0	0	0
X1700018A04Rik	2	0	0	0	0	0
Serpinb9e	0	0	0	0	0	0
Gm40910	1	0	0	0	0	0
Gm46392	0	0	0	0	0	0
Sycp2l	0	0	0	0	0	0
Gm5082	0	0	0	0	0	1
Gm47805	0	0	0	0	0	0
Gm9817	1	6	0	0	1	0
Gm48336	0	0	0	0	1	0
F12	0	0	0	0	0	0
Tifab	0	0	0	0	0	0
Slc28a3	1	0	0	0	1	0
Gm26639	0	0	0	0	0	0
X4930525G20Rik	0	0	0	0	0	0
Gm35618	0	0	0	0	0	0
Slc9a3	0	0	0	0	0	0
Gm20379	0	0	0	0	0	0
Dmgdh	0	0	0	0	0	0
Gm29543	0	0	0	0	1	0
Naip2	1	1	0	0	0	1
Gm28989	2	0	0	0	0	0
Esm1	0	0	0	0	0	0
AF067061	0	0	0	0	0	0
BC147527	0	0	0	0	0	0
Gm48610	0	0	0	0	0	0
Gm48633	0	0	0	0	0	0
Gm47391	1	0	0	0	1	0
X4930519A11Rik	0	0	0	0	0	0
Gm36752	1	0	0	0	0	0
AC124739.1	0	0	0	0	0	0
Gm9866	1	0	0	0	0	0
Slc26a4	0	1	0	0	0	0
Cdhr3	0	1	0	0	0	0
Agr2	22	60	0	0	12	7
D630036H23Rik	6	1	0	0	1	0
Gm34923	0	2	0	0	0	0
Lrfn5	0	0	0	0	0	0
Gm46355	0	0	0	0	1	0
Gm36660	0	0	0	0	0	0
X1300014J16Rik	3	1	0	0	2	0
Acot4	1	0	0	0	0	0
Gm5788	1	0	0	0	0	0
Gm4027	0	0	0	0	0	0
Gm21936	0	0	0	0	1	0
Gm36756	0	0	0	0	0	0
Serpina9	0	0	0	0	1	0
Serpina3i	0	1	0	0	0	0
Gm19554	0	0	0	0	0	0
C7	0	0	0	0	0	0
C9	0	0	0	0	0	0
Odf1	0	0	0	0	0	0
Fer1l6	2	0	0	0	0	0
Gm17189	8	4	0	0	2	0
Gpihbp1	0	0	0	0	0	0
AL589670.1	0	1	0	0	0	0
Cacna1i	0	0	0	0	0	0
Miox	0	0	0	0	0	0
Gm49169	1	0	0	0	0	0
Gm6961	0	0	0	0	0	0
Rapgef3os2	0	0	0	0	0	0
Olfr286	0	1	0	0	0	0
Lalba	0	0	0	0	0	0
Fam186a	1	0	0	0	0	0
Mettl7a3	0	0	0	0	1	0
Krt6b	33	48	0	0	3	5
Gm26675	0	0	0	0	0	0
Dnase1	0	0	0	0	0	0
Gm42477	0	0	0	0	0	0
Tmem114	0	0	0	0	0	0
Uts2b	0	1	0	0	0	0
AC163720.2	1	0	0	0	0	0
AC161376.2	0	0	0	0	0	0
Meltf	1	2	0	0	0	0
Csta1	10	6	0	0	3	2
X2010005H15Rik	0	1	0	0	0	0
Stfa3	10	2	0	0	3	0
Sidt1	0	0	0	0	1	0
BC016579	8	3	0	0	1	1
Tmem45a2	0	0	0	0	0	0
X3300005D01Rik	0	0	0	0	0	0
Pabpc6	0	0	0	0	0	0
Prss32	9	10	0	0	5	5
Sbp	0	0	0	0	0	0
Gm38655	0	0	0	0	1	0
Rhbdl1	0	0	0	0	0	0
AC127341.5	2	1	0	0	1	0
Gm15420	0	2	0	0	0	0
Gm20109	0	0	0	0	0	0
Gm17657	0	0	0	0	0	0
Morc2b	0	0	0	0	0	0
H2.DMb2	0	0	0	0	0	0
Gm20463	1	0	0	0	0	0
C4b	0	0	0	0	0	1
Hspa1l	1	1	0	0	1	0
Aif1	1	0	0	0	0	0
Gm9573	6	7	0	0	2	0
BC023719	0	0	0	0	1	0
H2.T3	0	0	0	0	1	0
H2.M10.4	0	0	0	0	0	0
Olfr95	0	0	0	0	0	0
Gm26561	0	0	0	0	1	0
Togaram2	0	0	0	0	2	0
Haao	0	1	0	0	0	0
Chst9	0	2	0	0	0	1
Dsg1a	0	5	0	0	1	0
Myo7b	0	0	0	0	0	0
Pcdhgb1	0	0	0	0	0	1
Pudp	0	0	0	0	0	0
Zfp474	0	1	0	0	0	1
Gm4951	0	0	0	0	0	0
Gm4841	0	0	0	0	0	0
Frmd8os	0	1	0	0	2	0
Slc25a45	2	0	0	0	0	0
Slc22a20	0	0	0	0	0	0
Kcnk4	1	0	0	0	1	0
Slc22a6	0	0	0	0	0	0
Zp1	0	0	0	0	0	0
Ms4a6d	0	0	0	0	0	0
Tmem252	0	0	0	0	0	0
Cyp2c68	0	0	0	0	0	0
Cyp2c70	0	1	0	0	0	0
Tll2	1	0	0	0	0	0
Loxl4	1	0	0	0	0	0
Gm19557	8	5	0	0	1	0
Gucy2g	1	0	0	0	0	0
Gm26805	0	0	0	0	0	0
Gm28321	0	0	0	0	0	0
Als2cr12	3	0	0	0	0	2
Cdk15	0	0	0	0	0	0
X9830004L10Rik	0	0	0	0	0	0
Glrp1	0	1	0	0	0	0
Ano7	0	0	0	0	0	0
Serpinb3a	18	10	0	0	0	5
Cfap221	0	0	0	0	0	0
Pigr	0	0	0	0	0	0
Igfn1	0	0	0	0	0	0
Mroh3	2	0	0	0	0	0
Gm26685	0	0	0	0	0	0
Gm10522	0	0	0	0	0	1
Gm37756	0	0	0	0	0	0
Ifi211	0	0	0	0	0	0
Hhipl2	1	0	0	0	0	2
Olah	2	0	0	0	0	0
Gm13362	1	0	0	0	0	0
A230005M16Rik	0	0	0	0	0	0
Lhx3	0	0	0	0	0	0
Stkld1	0	0	0	0	0	0
Hc	0	0	0	0	0	0
AI182371	0	0	0	0	0	1
Cytip	0	1	0	0	0	1
Evx2	0	0	0	0	0	0
Pjvk	0	0	0	0	0	0
Rag2	0	0	0	0	0	0
Muc15	4	3	0	0	0	3
Olfr1279	0	0	0	0	0	0
C130080G10Rik	0	0	0	0	0	1
X4930519P11Rik	0	0	0	0	0	1
Wfdc12	0	0	0	0	0	0
Cyp24a1	1	0	0	0	0	0
Ccnb3	0	0	0	0	0	0
Foxp3	0	0	0	0	0	0
Gm6938	0	0	0	0	0	0
Slc6a14	29	30	0	0	0	8
Rhox4d	0	0	0	0	0	0
Tex13c2	0	0	0	0	0	0
X1600025M17Rik	0	0	0	0	0	0
Vgll1	4	0	0	0	0	1
Fam90a1b	0	0	0	0	0	0
Gm5127	0	0	0	0	0	0
Rab9b	0	0	0	0	0	1
Eif2c5	0	0	0	0	0	0
Frmpd4	0	1	0	0	0	2
Gm38258	0	0	0	0	0	0
C230034O21Rik	0	0	0	0	0	1
Gm16069	0	0	0	0	0	0
Sprr3	11	10	0	0	0	2
Ctss	1	1	0	0	0	0
Gm26594	0	0	0	0	0	0
Hsd3b3	0	0	0	0	0	0
Clca1	0	6	0	0	0	8
Gm30382	2	0	0	0	0	0
Gm26857	0	0	0	0	0	0
Gm12744	0	0	0	0	0	0
X4930471C06Rik	0	0	0	0	0	0
C1qc	0	0	0	0	0	0
Gm572	0	0	0	0	0	0
Gm13134	0	0	0	0	0	0
Gm45495	2	0	0	0	0	0
X5830416I19Rik	0	1	0	0	0	0
Gm31363	1	0	0	0	0	2
Uchl1os	0	0	0	0	0	0
Gm15478	0	0	0	0	0	0
Ugt2b1	0	0	0	0	0	1
Ugt2b35	0	1	0	0	0	0
X1700016H13Rik	0	0	0	0	0	0
A930041C12Rik	1	0	0	0	0	1
Gfi1	0	1	0	0	0	0
X9330198I05Rik	0	0	0	0	0	1
Gm43136	0	0	0	0	0	0
Gm42596	1	1	0	0	0	0
Cldn13	0	0	0	0	0	0
Myl10	0	0	0	0	0	1
Gm8066	0	2	0	0	0	0
Gm16272	1	0	0	0	0	0
Try5	0	0	0	0	0	0
Mmrn1	0	0	0	0	0	0
Sftpb	0	0	0	0	0	1
Ccdc142	0	0	0	0	0	0
Gm44287	0	0	0	0	0	0
Gm34312	0	0	0	0	0	0
X1810020O05Rik	0	0	0	0	0	0
Vmn1r43	1	0	0	0	0	1
Aicda	1	0	0	0	0	0
Clec4a2	0	0	0	0	0	0
Gm44066	2	1	0	0	0	0
Gm26656	1	1	0	0	0	0
Pbp2	2	1	0	0	0	0
Smco3	0	0	0	0	0	1
Gm44257	0	0	0	0	0	0
Gm15873	0	0	0	0	0	0
Slc27a5	0	0	0	0	0	0
Vmn1r86	0	0	0	0	0	1
Sult2a3	0	0	0	0	0	0
Vmn1r90	0	0	0	0	0	0
Psg16	0	1	0	0	0	0
A930016O22Rik	0	0	0	0	0	0
X4933430L12Rik	0	0	0	0	0	0
Gm10648	0	0	0	0	0	1
Ano5	0	0	0	0	0	0
E030018B13Rik	0	0	0	0	0	0
Gm20457	0	0	0	0	0	1
Gm10603	2	0	0	0	0	0
Nlrp14	0	0	0	0	0	0
X1700095J03Rik	0	0	0	0	0	0
Sox6os	2	2	0	0	0	0
Scnn1g	7	2	0	0	0	3
Gm30717	0	0	0	0	0	0
Gm28198	0	0	0	0	0	0
Gm15718	0	0	0	0	0	0
Bc1	0	0	0	0	0	1
Il20ra	0	0	0	0	0	0
X1700054O05Rik	0	0	0	0	0	0
Gm16364	1	2	0	0	0	0
Myf5	0	0	0	0	0	1
Gm40773	3	0	0	0	0	1
Inhbc	1	0	0	0	0	0
Apon	0	0	0	0	0	0
X4932443L11Rik	1	0	0	0	0	0
X1810012K16Rik	1	1	0	0	0	0
Nkx6.3	0	0	0	0	0	0
Gm45425	0	0	0	0	0	0
Irx6	0	3	0	0	0	1
Ces1c	0	0	0	0	0	0
Nlrc5	0	0	0	0	0	0
Adgrg5	0	1	0	0	0	1
Fa2h	0	0	0	0	0	0
Gm16741	1	0	0	0	0	0
Olfr727	0	0	0	0	0	0
Gm49256	1	0	0	0	0	0
Trac	1	0	0	0	0	0
Gm10366	1	2	0	0	0	0
Cpne6	1	0	0	0	0	0
Phf11a	0	0	0	0	0	0
Gm5463	0	0	0	0	0	0
Cnmd	0	1	0	0	0	0
AC114585.1	0	0	0	0	0	0
Hs6st3	1	0	0	0	0	1
Gm10719	0	0	0	0	0	0
Mmp12	21	6	0	0	0	1
Gm39317	0	0	0	0	0	1
Pate4	0	0	0	0	0	1
Olfr905	0	0	0	0	0	1
X1700110K17Rik	0	0	0	0	0	0
Cilp	0	0	0	0	0	0
Gm28379	0	0	0	0	0	0
Tinag	1	0	0	0	0	0
X1700057G04Rik	0	0	0	0	0	0
Gm37637	0	0	0	0	0	1
Gm19667	0	0	0	0	0	0
Gm38134	2	0	0	0	0	0
Tmem89	1	0	0	0	0	0
Gm29825	1	1	0	0	0	0
Gm31410	2	3	0	0	0	0
D730003K21Rik	0	0	0	0	0	1
Ccr9	0	0	0	0	0	1
Gm6685	1	0	0	0	0	0
Platr13	0	0	0	0	0	0
Gm5431	0	0	0	0	0	0
Olfr1393	0	0	0	0	0	1
Ccdc42os	0	0	0	0	0	1
Shbg	0	0	0	0	0	0
Ggt6	6	6	0	0	0	1
Ccl4	0	0	0	0	0	1
Gm11528	0	0	0	0	0	0
Gm11534	0	0	0	0	0	0
Gm11525	0	0	0	0	0	0
Krtap9.3	11	4	0	0	0	3
Hcrt	0	0	0	0	0	0
Arhgap27os3	2	3	0	0	0	1
Cd300e	1	0	0	0	0	0
Sectm1a	1	2	0	0	0	2
AK157302	2	0	0	0	0	0
Btn2a2	0	0	0	0	0	0
Stmnd1	0	4	0	0	0	3
X5430425K12Rik	0	0	0	0	0	1
Gm36235	0	0	0	0	0	0
Gm47096	1	0	0	0	0	2
Sstr1	0	0	0	0	0	0
Abhd12b	0	0	0	0	0	0
Gm4787	1	0	0	0	0	0
Gm2022	0	0	0	0	0	0
X4930408O17Rik	0	0	0	0	0	0
Gm40578	0	0	0	0	0	1
Abcb5	0	0	0	0	0	0
Tmem196	0	0	0	0	0	1
Gm2245	0	0	0	0	0	0
Ranbp3l	2	1	0	0	0	1
Gm35769	0	0	0	0	0	0
Erich5	4	3	0	0	0	0
Gm35248	0	0	0	0	0	0
Gm20732	0	0	0	0	0	0
Apol6	0	1	0	0	0	0
Tex33	0	0	0	0	0	0
AL589670.4	0	0	0	0	0	0
Gm17057	0	0	0	0	0	0
AC163018.1	0	2	0	0	0	1
Gpr84	0	0	0	0	0	0
Tnfrsf17	0	0	0	0	0	0
AC118542.1	0	0	0	0	0	0
Gm15638	0	0	0	0	0	0
Gm15965	1	0	0	0	0	0
AC154507.2	0	0	0	0	0	0
Gm5145	0	0	0	0	0	0
Cryaa	0	0	0	0	0	1
Adgre4	0	0	0	0	0	0
Acer1	0	0	0	0	0	2
Vav1	0	0	0	0	0	0
Abcg5	0	0	0	0	0	1
Pcdha9	1	0	0	0	0	0
Scgb3a2	0	0	0	0	0	5
Ctxn3	0	0	0	0	0	1
X2010003K11Rik	0	0	0	0	0	0
Scgb1a1	0	0	0	0	0	1
Olfr1423	0	0	0	0	0	0
Mpeg1	2	2	0	0	0	2
Cyp26c1	2	0	0	0	0	0
Gm29570	0	0	0	0	0	0
Gm28653	0	1	0	0	0	0
Col19a1	0	0	0	0	0	0
X4933424G06Rik	0	0	0	0	0	0
Il1rl1	2	0	0	0	0	0
Slc9a2	0	0	0	0	0	0
Dnah7c	0	0	0	0	0	0
Gm28055	0	0	0	0	0	0
Aox1	0	0	0	0	0	0
Gm4208	0	0	0	0	0	0
Gm11608	0	0	0	0	0	0
Gm28982	1	0	0	0	0	0
Akr1cl	1	0	0	0	0	0
Crygf	0	0	0	0	0	0
Gm10558	0	0	0	0	0	0
Cps1	0	0	0	0	0	0
Gm28497	2	0	0	0	0	0
Cryba2	0	0	0	0	0	0
BC035947	0	0	0	0	0	0
Gm9747	0	0	0	0	0	0
Krtap28.13	0	0	0	0	0	0
A530032D15Rik	1	0	0	0	0	0
Gm28884	2	0	0	0	0	0
Gpr55	1	0	0	0	0	0
Gm29538	2	5	0	0	0	0
X5033417F24Rik	1	0	0	0	0	0
Gm28536	0	0	0	0	0	0
Gm10550	0	0	0	0	0	0
Gal3st2c	0	0	0	0	0	0
A530053M12Rik	1	0	0	0	0	0
Serpinb7	2	0	0	0	0	0
Gm26831	0	0	0	0	0	0
Gm28800	0	0	0	0	0	0
Cd55b	0	0	0	0	0	0
Gm16083	1	0	0	0	0	0
Gm28857	1	0	0	0	0	0
Gm28856	2	3	0	0	0	0
Ctse	3	3	0	0	0	0
Gm29630	0	0	0	0	0	0
F730311O21Rik	0	0	0	0	0	0
X4933406M09Rik	0	0	0	0	0	0
Gm15445	0	0	0	0	0	0
Gpr37l1	0	0	0	0	0	0
Gm26568	0	0	0	0	0	0
Gm37799	0	0	0	0	0	0
Ptprc	1	0	0	0	0	0
Gm4788	0	0	0	0	0	0
Brinp3	0	1	0	0	0	0
Pdc	1	0	0	0	0	0
Gm47985	0	0	0	0	0	0
Gm8947	0	0	0	0	0	0
Teddm1b	0	0	0	0	0	0
Nphs2	0	0	0	0	0	0
Tex35	0	0	0	0	0	0
X4930562F07Rik	0	0	0	0	0	0
X4930558K02Rik	0	0	0	0	0	0
Gm37469	0	0	0	0	0	0
Gm16701.1	0	0	0	0	0	0
Fcgr2b	1	0	0	0	0	0
Slamf1	0	0	0	0	0	0
Gm17224	0	0	0	0	0	0
Slamf8	0	0	0	0	0	0
Crp	0	0	0	0	0	0
Ifi209	3	3	0	0	0	0
